Player Name,Player ID,Season,Team,LG,W,L,ERA,G,GS,CG,SHO,HLD,SV,SVO,IP,H,R,ER,HR,NP,HB,BB,IBB,SO,AVG,WHIP,GO/AO
Jose Leclerc,600917,MLB Career,-,-,6,15,3.03,286,3,0,0,44,40,56,293.2,182,112,99,22,5162,17,168,7,384,.177,1.19,0.58
Jake Latz,656641,MLB Career,-,-,0,1,2.45,4,1,0,0,0,0,0,11.0,6,3,3,3,180,0,3,0,9,.158,0.82,0.53
Jonathan Hernandez,642546,MLB Career,-,-,10,7,3.86,98,2,0,0,19,4,10,109.2,99,54,47,11,1893,9,53,4,111,.241,1.39,1.35
Andrew Heaney,571760,MLB Career,-,-,46,48,4.49,171,154,1,1,2,0,2,854.1,825,453,426,151,14318,51,258,3,911,.250,1.27,0.76
Jon Gray,592351,MLB Career,-,-,69,64,4.45,205,204,2,1,0,0,0,1114.0,1084,587,551,144,18131,51,373,12,1125,.255,1.31,1.14
Nathan Eovaldi,543135,MLB Career,-,-,79,73,4.10,265,246,4,2,5,0,1,1401.2,1424,678,639,155,22961,41,403,16,1192,.262,1.30,1.15
Dane Dunning,641540,MLB Career,-,-,23,25,4.16,98,87,0,0,3,0,0,477.2,472,231,221,57,7724,30,173,0,426,.258,1.35,1.41
Jacob Degrom,594798,MLB Career,-,-,84,57,2.53,215,215,4,2,0,0,0,1356.1,1040,418,381,119,20994,21,307,13,1652,.210,0.99,1.06
Brock Burke,656271,MLB Career,-,-,12,10,3.68,111,6,0,0,21,0,7,168.2,157,79,69,28,2720,6,44,5,156,.246,1.19,0.91
Cody Bradford,674003,MLB Career,-,-,4,3,5.30,20,8,0,0,0,0,0,56.0,56,33,33,11,974,1,12,0,51,.259,1.21,0.73
Grant Anderson,681982,MLB Career,-,-,2,1,5.05,26,0,0,0,5,0,4,35.2,38,20,20,5,598,1,14,1,30,.277,1.46,0.97
Steven Wilson,621051,MLB Career,-,-,5,4,3.48,102,1,0,0,27,1,5,106.0,71,43,41,14,1812,6,47,1,110,.188,1.11,0.37
Matt Waldron,663362,MLB Career,-,-,1,3,4.35,8,6,0,0,0,0,0,41.1,39,20,20,9,673,0,12,0,31,.244,1.23,0.94
Robert Suarez,663158,MLB Career,-,-,9,4,2.99,71,0,0,0,19,1,7,75.1,44,26,25,8,1250,4,31,3,85,.168,1.00,1.01
Glenn Otto,657248,MLB Career,-,-,7,13,5.62,39,33,0,0,1,0,0,169.2,165,110,106,29,2869,15,76,0,146,.254,1.42,0.93
Joe Musgrove,605397,MLB Career,-,-,60,57,3.72,187,161,2,2,6,2,4,956.1,876,428,395,119,15020,67,239,10,949,.242,1.17,1.11
Adrian Morejon,670970,MLB Career,-,-,7,3,5.28,50,9,0,0,5,0,0,75.0,85,47,44,15,1257,1,23,1,73,.283,1.44,0.82
Ray Kerr,678061,MLB Career,-,-,1,1,5.06,29,0,0,0,0,0,1,32.0,28,20,18,6,515,1,13,1,38,.235,1.28,0.90
Alek Jacob,689690,MLB Career,-,-,0,0,0.00,3,0,0,0,0,0,0,3.0,0,0,0,0,47,0,1,0,5,.000,0.33,3.00
Logan Gillaspie,670810,MLB Career,-,-,1,1,4.10,28,0,0,0,2,0,3,26.1,34,15,12,3,453,3,8,0,18,.315,1.59,0.90
Jeremiah Estrada,669093,MLB Career,-,-,0,0,5.51,17,0,0,0,1,0,0,16.1,18,10,10,5,354,0,15,1,21,.281,2.02,0.50
Enyel De Los Santos,660853,MLB Career,-,-,13,4,4.20,165,3,0,0,21,1,7,184.1,165,95,86,21,3101,11,73,6,195,.242,1.29,0.95
Yu Darvish,506433,MLB Career,-,-,103,85,3.59,266,266,2,1,0,0,0,1624.1,1329,680,648,205,26261,74,522,8,1929,.221,1.14,0.90
Tom Cosgrove,676680,MLB Career,-,-,1,2,1.75,54,0,0,0,7,1,1,51.1,31,12,10,3,837,5,19,1,44,.173,0.97,0.66
Pedro Avila,658648,MLB Career,-,-,2,3,3.11,18,8,0,0,0,0,0,63.2,54,29,22,5,1134,7,31,0,69,.225,1.34,1.86
Bryan Woo,693433,MLB Career,-,-,4,5,4.21,18,18,0,0,0,0,0,87.2,75,44,41,13,1448,7,31,1,93,.227,1.21,0.88
Carlos Vargas,672841,MLB Career,-,-,0,0,5.79,5,0,0,0,0,0,0,4.2,5,3,3,2,81,1,4,0,7,.294,1.93,4.00
Justin Topa,623437,MLB Career,-,-,5,5,3.81,92,0,0,0,24,3,7,87.1,89,46,37,7,1378,3,23,6,78,.264,1.28,1.68
Trent Thornton,663423,MLB Career,-,-,8,16,4.53,131,36,0,0,7,0,2,286.1,295,160,144,48,4922,10,103,1,270,.265,1.39,0.77
Gabe Speier,642100,MLB Career,-,-,2,4,3.80,110,1,0,0,21,1,2,94.2,87,43,40,12,1460,4,26,4,99,.244,1.19,1.19
Tayler Saucedo,642048,MLB Career,-,-,3,2,4.26,85,0,0,0,4,1,4,76.0,69,38,36,6,1269,8,34,1,62,.242,1.36,2.16
Robbie Ray,592662,MLB Career,-,-,74,71,3.96,226,222,1,1,1,0,0,1228.0,1082,577,541,188,21389,41,520,19,1505,.235,1.30,0.88
Kaleb Ort,672391,MLB Career,-,-,2,4,6.27,47,2,0,0,2,1,3,51.2,63,42,36,10,927,3,25,3,51,.299,1.70,0.59
Andres Munoz,662253,MLB Career,-,-,7,13,2.88,139,0,0,0,44,18,26,137.2,99,50,44,9,2293,9,50,6,194,.199,1.08,1.31
Bryce Miller,682243,MLB Career,-,-,8,7,4.32,25,25,0,0,0,0,0,131.1,124,64,63,18,2095,7,26,0,119,.248,1.14,0.60
Darren Mccaughan,670766,MLB Career,-,-,0,0,7.07,5,1,0,0,0,0,0,14.0,15,13,11,4,259,1,7,0,12,.268,1.57,1.82
George Kirby,669923,MLB Career,-,-,21,15,3.37,56,56,1,0,0,0,0,320.2,314,128,120,35,4917,11,41,1,305,.254,1.11,0.94
Emerson Hancock,676106,MLB Career,-,-,0,0,4.50,3,3,0,0,0,0,0,12.0,13,6,6,1,194,0,3,0,6,.283,1.33,0.80
Marco Gonzales,594835,MLB Career,-,-,65,49,4.14,163,155,3,0,1,0,0,893.0,913,449,411,125,14216,30,238,6,665,.263,1.29,0.83
Logan Gilbert,669302,MLB Career,-,-,32,18,3.76,88,88,1,1,0,0,0,495.2,451,216,207,65,8062,14,113,5,491,.239,1.14,0.72
Luis Castillo,622491,MLB Career,-,-,62,64,3.54,181,181,1,0,0,0,0,1054.2,882,459,415,126,17450,36,360,6,1156,.225,1.18,1.38
Matt Brash,666374,MLB Career,-,-,13,8,3.63,117,5,0,0,33,4,9,121.1,111,51,49,6,2239,8,62,1,169,.244,1.43,1.07
Cody Bolton,675989,MLB Career,-,-,1,0,6.33,16,0,0,0,1,0,0,21.1,30,15,15,3,455,1,15,0,22,.333,2.11,0.86
Prelander Berroa,672860,MLB Career,-,-,0,0,0.00,2,0,0,0,1,0,0,1.2,0,0,0,0,41,0,3,0,3,.000,1.80,1.00
Eduard Bazardo,660825,MLB Career,-,-,1,0,3.31,26,0,0,0,0,0,0,35.1,28,13,13,6,558,2,10,0,29,.212,1.08,0.88
Ty Adcock,686654,MLB Career,-,-,0,0,3.45,12,0,0,0,0,0,0,15.2,11,7,6,4,207,0,0,0,11,.190,0.70,0.80
Ryan Yarbrough,642232,MLB Career,-,-,48,38,4.36,152,68,1,0,1,2,4,669.1,662,346,324,88,10556,52,145,11,534,.255,1.21,0.86
Alex Vesia,681911,MLB Career,-,-,10,7,3.40,165,1,0,0,37,3,7,148.1,113,68,56,18,2588,6,70,7,202,.205,1.23,0.43
Gus Varland,681402,MLB Career,-,-,1,1,6.64,16,0,0,0,1,0,0,20.1,27,18,15,3,403,1,16,1,20,.318,2.11,1.44
Blake Treinen,595014,MLB Career,-,-,36,31,2.86,449,7,0,0,87,79,104,503.0,424,184,160,34,7702,16,193,22,504,.229,1.23,1.84
Gavin Stone,694813,MLB Career,-,-,1,1,9.00,8,4,0,0,0,1,2,31.0,46,32,31,8,547,2,13,0,22,.338,1.90,1.30
Emmet Sheehan,686218,MLB Career,-,-,4,1,4.92,13,11,0,0,0,1,1,60.1,46,33,33,11,1031,1,26,0,64,.210,1.19,0.50
Evan Phillips,623465,MLB Career,-,-,11,11,3.38,182,1,0,0,30,27,32,191.2,141,83,72,17,3152,16,73,4,222,.203,1.12,1.02
Ryan Pepiot,686752,MLB Career,-,-,5,1,2.76,17,10,0,0,2,0,0,78.1,53,25,24,13,1391,6,32,0,80,.189,1.09,0.59
Bobby Miller,676272,MLB Career,-,-,11,4,3.76,22,22,0,0,0,0,0,124.1,105,53,52,12,1961,6,32,0,119,.226,1.10,1.19
Dustin May,669160,MLB Career,-,-,12,9,3.10,46,34,0,0,5,0,1,191.2,144,74,66,19,3010,13,57,0,174,.206,1.05,1.34
Kyle Hurt,669165,MLB Career,-,-,0,0,0.00,1,0,0,0,0,0,0,2.0,0,0,0,0,24,0,0,0,3,.000,0.00,2.00
Bryan Hudson,663542,MLB Career,-,-,0,0,7.27,6,0,0,0,0,0,0,8.2,12,7,7,1,164,1,4,0,7,.316,1.85,2.33
Michael Grove,675627,MLB Career,-,-,3,3,5.67,25,18,0,0,1,0,0,98.1,115,68,62,18,1618,3,29,1,97,.285,1.46,0.85
Brusdar Graterol,660813,MLB Career,-,-,11,9,2.80,181,5,0,0,41,11,16,183.1,154,66,57,10,2562,14,40,9,141,.231,1.06,2.43
Victor Gonzalez,624647,MLB Career,-,-,9,4,3.22,93,3,0,0,23,1,2,89.1,72,32,32,5,1357,9,31,3,86,.221,1.15,1.82
Tony Gonsolin,664062,MLB Career,-,-,34,11,3.19,79,71,0,0,0,1,2,375.2,264,141,133,44,6067,13,131,2,349,.195,1.05,0.78
J P Feyereisen,656420,MLB Career,-,-,8,4,2.31,83,2,0,0,22,4,8,89.2,47,30,23,8,1481,1,43,0,85,.153,1.00,0.68
Caleb Ferguson,657571,MLB Career,-,-,18,9,3.43,201,14,0,0,40,5,13,207.1,185,93,79,24,3603,19,82,3,247,.235,1.29,1.02
Walker Buehler,621111,MLB Career,-,-,46,16,3.02,115,106,3,1,1,0,1,638.1,499,237,214,68,10001,22,162,4,690,.212,1.04,1.10
Yency Almonte,622075,MLB Career,-,-,7,6,4.51,196,0,0,0,31,2,12,207.1,187,116,104,27,3442,16,87,4,195,.240,1.32,1.05
Ken Waldichuk,686610,MLB Career,-,-,6,11,5.28,42,29,0,0,0,1,1,175.2,181,112,103,29,3139,13,81,1,165,.266,1.49,0.80
Freddy Tarnok,676206,MLB Career,-,-,1,1,4.70,6,1,0,0,0,0,0,15.1,12,8,8,4,297,0,11,0,15,.211,1.50,0.50
Devin Sweet,682967,MLB Career,-,-,1,0,10.38,7,0,0,0,0,0,0,8.2,10,10,10,4,166,2,6,0,6,.286,1.85,0.90
Jp Sears,676664,MLB Career,-,-,11,17,4.35,49,43,0,0,0,0,0,242.1,232,121,117,42,3946,18,76,3,212,.251,1.27,0.54
Francisco Perez,660906,MLB Career,-,-,1,2,5.91,31,1,0,0,0,0,1,32.0,36,22,21,2,635,1,20,1,26,.283,1.75,0.68
Sean Newcomb,656794,MLB Career,-,-,27,25,4.47,168,60,0,0,20,2,5,421.0,387,220,209,50,7738,17,228,9,431,.243,1.46,1.01
Kyle Muller,666205,MLB Career,-,-,4,10,6.64,33,24,0,0,0,0,1,126.0,151,93,93,20,2364,5,67,2,105,.300,1.73,0.84
Mason Miller,695243,MLB Career,-,-,0,3,3.78,10,6,0,0,1,0,0,33.1,24,15,14,2,609,3,16,0,38,.203,1.20,0.32
Luis Medina,665622,MLB Career,-,-,3,10,5.42,23,17,0,0,0,0,0,109.2,109,73,66,14,1945,8,57,2,106,.255,1.51,0.97
Adrian Martinez,661309,MLB Career,-,-,4,8,5.51,34,13,0,0,1,0,0,112.2,128,73,69,21,1958,8,38,1,100,.287,1.47,0.85
Michael Kelly,547184,MLB Career,-,-,1,0,3.48,18,0,0,0,0,0,0,20.2,16,9,8,1,336,1,10,0,20,.211,1.26,0.60
Dany Jimenez,666204,MLB Career,-,-,3,6,3.51,61,1,0,0,11,12,16,59.0,35,26,23,5,982,0,35,5,56,.168,1.19,0.61
Zach Jackson,667427,MLB Career,-,-,4,4,2.86,73,0,0,0,27,4,8,66.0,46,25,21,2,1259,2,43,3,90,.197,1.35,0.53
Hogan Harris,663687,MLB Career,-,-,3,6,7.14,14,6,0,0,0,0,0,63.0,67,51,50,10,1109,3,28,0,56,.269,1.51,0.87
Angel Felipe,665734,MLB Career,-,-,1,1,4.20,14,0,0,0,4,0,1,15.0,6,7,7,0,271,1,13,0,19,.120,1.27,1.50
Joey Estes,683155,MLB Career,-,-,0,1,7.20,2,2,0,0,0,0,0,10.0,12,9,8,4,165,3,2,1,7,.286,1.40,0.64
Lucas Erceg,668674,MLB Career,-,-,4,4,4.75,50,0,0,0,11,0,2,55.0,51,33,29,1,1053,6,36,1,68,.245,1.58,1.09
Joe Boyle,671212,MLB Career,-,-,2,0,1.69,3,3,0,0,0,0,0,16.0,8,4,3,1,240,0,5,0,15,.148,0.81,0.45
Paul Blackburn,621112,MLB Career,-,-,17,24,4.90,72,68,0,0,0,0,1,353.0,394,199,192,44,5969,14,111,3,270,.282,1.43,1.33
Osvaldo Bido,674370,MLB Career,-,-,2,5,5.86,16,9,0,0,0,0,0,50.2,55,35,33,4,940,8,21,0,48,.270,1.50,0.73
Victor Vodnik,680767,MLB Career,-,-,1,0,8.31,6,0,0,0,0,0,0,8.2,15,9,8,0,186,0,3,0,12,.366,2.08,1.80
Antonio Senzatela,622608,MLB Career,-,-,39,43,4.87,145,119,1,0,1,0,1,679.2,772,389,368,80,11165,27,209,8,451,.288,1.44,1.47
Connor Seabold,657756,MLB Career,-,-,1,11,8.12,33,19,0,0,0,0,0,108.2,154,102,98,25,1975,10,38,1,86,.333,1.77,0.63
Cal Quantrill,615698,MLB Career,-,-,35,23,3.83,132,94,0,0,4,1,2,570.2,555,265,243,67,9272,32,165,3,427,.254,1.26,0.92
Riley Pint,666207,MLB Career,-,-,0,0,27.00,1,0,0,0,0,0,0,0.1,1,1,1,0,20,0,3,0,0,.500,12.00,1.00
Nick Mears,683232,MLB Career,-,-,1,1,4.35,52,0,0,0,5,0,5,49.2,44,25,24,7,959,1,35,1,53,.232,1.59,0.67
German Marquez,608566,MLB Career,-,-,65,56,4.41,176,173,4,2,0,0,0,1016.0,1002,533,498,141,15904,32,302,13,983,.256,1.28,1.38
Justin Lawrence,664875,MLB Career,-,-,8,8,4.96,126,0,0,0,20,12,22,134.1,130,80,74,8,2272,8,77,5,143,.257,1.54,1.36
Peter Lambert,663567,MLB Career,-,-,6,14,6.47,46,32,0,0,0,0,0,182.1,224,135,131,38,3155,11,66,3,131,.303,1.59,1.11
Tyler Kinley,641755,MLB Career,-,-,7,10,4.58,202,0,0,0,26,6,14,194.2,172,103,99,24,3285,9,94,5,197,.236,1.37,0.86
Evan Justice,687145,MLB Career,-,-,0,0,8.59,9,0,0,0,0,0,0,7.1,14,7,7,0,169,1,8,0,7,.438,3.00,2.00
Gavin Hollowell,668970,MLB Career,-,-,2,2,6.20,32,0,0,0,3,1,2,40.2,38,30,28,9,753,6,22,1,40,.242,1.48,0.51
Austin Gomber,596295,MLB Career,-,-,30,28,4.90,126,82,0,0,8,0,0,483.0,503,278,263,74,7822,14,165,8,389,.269,1.38,1.00
Lucas Gilbreath,656458,MLB Career,-,-,5,2,3.78,94,1,0,0,16,1,3,85.2,70,40,36,7,1527,5,49,0,93,.224,1.39,1.12
Kyle Freeland,607536,MLB Career,-,-,55,65,4.39,184,179,0,0,0,0,0,984.1,1067,512,480,136,15866,40,328,10,735,.278,1.42,1.17
Ryan Feltner,663372,MLB Career,-,-,6,14,6.06,32,31,0,0,0,0,0,147.0,156,102,99,21,2593,8,68,0,128,.269,1.52,0.91
Noah Davis,663562,MLB Career,-,-,0,4,9.00,9,6,0,0,0,0,0,31.0,46,32,31,7,633,4,16,0,28,.348,2.00,0.90
Jake Bird,656234,MLB Career,-,-,5,7,4.53,108,3,0,0,18,0,12,137.0,139,76,69,13,2136,11,50,3,119,.266,1.38,1.70
Jalen Beeks,656222,MLB Career,-,-,16,11,4.38,131,19,0,0,12,5,10,277.2,279,146,135,30,4754,15,111,1,274,.261,1.40,1.27
Daniel Bard,453268,MLB Career,-,-,31,35,3.74,408,10,0,0,91,66,94,457.1,354,210,190,43,7663,36,241,17,475,.214,1.30,1.16
Austin Warren,681810,MLB Career,-,-,6,0,3.55,32,0,0,0,2,1,2,38.0,37,16,15,4,595,1,10,2,31,.253,1.24,1.13
Andrew Wantz,681806,MLB Career,-,-,5,1,3.85,90,4,0,0,11,0,5,117.0,88,54,50,17,1972,6,47,2,123,.206,1.15,0.44
Jose Suarez,660761,MLB Career,-,-,19,27,5.38,77,58,1,0,2,0,0,324.1,344,203,194,59,5626,20,127,5,290,.269,1.45,0.92
Jose Soriano,667755,MLB Career,-,-,1,3,3.64,38,0,0,0,15,0,1,42.0,33,22,17,4,694,7,23,2,56,.214,1.33,1.28
Chase Silseth,681217,MLB Career,-,-,5,4,4.89,23,15,0,0,1,0,1,81.0,74,47,44,16,1389,3,38,0,80,.240,1.38,1.42
Patrick Sandoval,663776,MLB Career,-,-,17,37,3.83,91,84,1,1,0,1,1,456.1,425,231,194,47,7832,14,201,2,448,.243,1.37,1.31
Kenny Rosenberg,670046,MLB Career,-,-,2,2,3.92,10,4,0,0,0,0,0,43.2,44,19,19,4,736,1,20,1,37,.257,1.47,0.65
Jose Quijada,650671,MLB Career,-,-,2,12,4.89,118,0,0,0,27,8,13,108.2,86,64,59,18,2087,10,67,8,148,.213,1.41,0.71
Victor Mederos,682989,MLB Career,-,-,0,0,9.00,3,0,0,0,0,0,0,3.0,5,3,3,0,66,1,3,0,3,.417,2.67,0.67
Adam Kolarek,592473,MLB Career,-,-,11,4,3.62,175,0,0,0,36,4,7,149.1,143,64,60,13,2277,13,43,7,101,.250,1.25,2.37
Ben Joyce,690829,MLB Career,-,-,1,1,5.40,12,0,0,0,4,0,0,10.0,9,6,6,1,202,1,9,0,10,.243,1.80,0.73
Kolton Ingram,688427,MLB Career,-,-,0,0,8.44,5,0,0,0,0,0,0,5.1,8,7,5,2,100,0,5,0,7,.333,2.44,0.43
Jimmy Herget,623474,MLB Career,-,-,7,8,3.47,121,3,0,0,14,9,19,142.2,122,57,55,16,2249,10,44,8,126,.233,1.16,0.71
Carlos Estevez,608032,MLB Career,-,-,23,26,4.47,384,0,0,0,65,56,82,364.1,369,201,181,49,6431,18,149,13,390,.260,1.42,0.75
Reid Detmers,672282,MLB Career,-,-,12,19,4.37,58,58,1,1,0,0,0,298.1,277,154,145,37,5159,23,117,4,309,.244,1.32,0.70
Davis Daniel,669721,MLB Career,-,-,1,1,2.19,3,0,0,0,0,0,0,12.1,7,3,3,1,218,0,9,0,9,.167,1.30,0.93
Griffin Canning,656288,MLB Career,-,-,19,21,4.58,67,63,0,0,0,0,0,336.1,320,178,171,58,5774,15,117,1,353,.248,1.30,0.81
Kelvin Caceres,680983,MLB Career,-,-,0,0,6.75,2,0,0,0,0,0,0,1.1,2,1,1,0,36,0,2,0,1,.400,3.00,2.00
Sam Bachman,696147,MLB Career,-,-,1,2,3.18,11,0,0,0,2,1,2,17.0,17,7,6,0,316,1,11,1,14,.262,1.65,1.62
Tyler Anderson,542881,MLB Career,-,-,50,49,4.35,174,166,1,0,0,0,0,943.1,924,485,456,132,15041,29,285,6,799,.257,1.28,0.83
Ryan Thompson,657044,MLB Career,-,-,8,9,3.57,139,1,0,0,33,5,17,133.2,114,64,53,14,2025,8,36,4,120,.226,1.12,1.69
Peter Strzelecki,657265,MLB Career,-,-,5,6,3.63,67,0,0,0,18,1,4,72.0,61,31,29,5,1258,9,27,3,77,.228,1.22,0.61
Paul Sewald,623149,MLB Career,-,-,19,23,4.06,317,0,0,0,39,68,88,336.2,270,162,152,48,5763,11,116,14,407,.216,1.15,0.51
Andrew Saalfrank,685314,MLB Career,-,-,0,0,0.00,10,0,0,0,3,0,0,10.1,7,2,0,0,156,0,4,1,6,.189,1.06,3.80
Brandon Pfaadt,694297,MLB Career,-,-,3,9,5.72,19,18,0,0,0,0,0,96.0,109,63,61,22,1612,3,26,0,94,.282,1.41,0.58
Kyle Nelson,669459,MLB Career,-,-,9,5,4.27,122,3,0,0,21,0,4,103.1,98,54,49,14,1672,6,37,1,105,.246,1.31,0.88
Ryne Nelson,669194,MLB Career,-,-,9,9,4.88,32,30,0,0,0,0,0,162.1,168,91,88,26,2608,1,52,1,112,.271,1.36,0.65
Scott Mcgough,543518,MLB Career,-,-,2,7,5.14,69,1,0,0,14,9,14,77.0,72,47,44,14,1377,2,34,2,90,.242,1.38,1.34
Justin Martinez,679885,MLB Career,-,-,0,0,12.60,10,0,0,0,0,1,1,10.0,13,14,14,2,236,2,11,1,14,.295,2.40,1.43
Corbin Martin,656686,MLB Career,-,-,1,5,6.71,17,10,0,0,0,0,0,57.2,71,47,43,16,1143,1,38,0,53,.303,1.89,0.73
Joe Mantiply,573009,MLB Career,-,-,5,10,4.05,171,3,0,0,34,2,10,146.2,152,80,66,13,2226,4,40,5,133,.267,1.31,1.40
Merrill Kelly,518876,MLB Career,-,-,48,43,3.80,127,127,0,0,0,0,0,750.2,683,334,317,96,11734,13,233,10,681,.242,1.22,1.05
Bryce Jarvis,686826,MLB Career,-,-,2,1,3.04,11,1,0,0,0,0,0,23.2,14,9,8,3,370,0,9,0,12,.171,0.97,0.90
Drey Jameson,686753,MLB Career,-,-,6,1,2.63,19,7,0,0,1,1,1,65.0,60,19,19,8,1043,2,25,0,61,.246,1.31,1.21
Tommy Henry,674072,MLB Career,-,-,8,8,4.57,26,25,0,0,0,0,0,136.0,133,70,69,22,2164,7,56,3,100,.255,1.39,0.70
Kevin Ginkel,656464,MLB Career,-,-,13,5,3.58,166,0,0,0,27,8,14,163.1,134,82,65,16,2826,5,70,3,177,.223,1.25,0.97
Zac Gallen,668678,MLB Career,-,-,39,31,3.21,115,115,2,2,0,0,0,667.1,534,254,238,73,10789,28,204,2,729,.217,1.11,0.96
Luis Frias,666818,MLB Career,-,-,2,1,6.14,47,0,0,0,5,0,1,51.1,55,35,35,4,963,3,39,0,43,.272,1.83,0.84
Slade Cecconi,677944,MLB Career,-,-,0,1,4.33,7,4,0,0,0,0,0,27.0,27,13,13,4,418,2,4,0,20,.260,1.15,0.81
Miguel Castro,612434,MLB Career,-,-,22,28,4.15,408,4,0,0,59,14,31,447.0,384,225,206,55,7491,22,230,19,402,.231,1.37,1.19
Justin Verlander,434378,MLB Career,-,-,257,141,3.24,509,509,26,9,0,0,0,3325.1,2793,1298,1197,340,54035,109,925,27,3342,.225,1.12,0.72
Framber Valdez,664285,MLB Career,-,-,53,34,3.40,129,107,6,3,0,0,0,712.1,601,302,269,59,10917,45,266,1,697,.228,1.22,2.49
Jose Urquidy,664353,MLB Career,-,-,27,16,3.98,79,70,0,0,0,1,1,405.0,366,181,179,67,6489,12,97,0,326,.238,1.14,0.64
Bennett Sousa,656986,MLB Career,-,-,3,0,7.06,32,0,0,0,5,1,2,29.1,31,24,23,4,505,1,12,1,22,.270,1.47,1.00
Ryan Pressly,519151,MLB Career,-,-,33,33,3.25,564,0,0,0,79,108,142,593.1,507,239,214,56,9110,11,172,14,635,.229,1.14,1.21
Oliver Ortega,661383,MLB Career,-,-,2,4,4.03,45,0,0,0,6,1,1,58.0,55,30,26,8,945,3,27,0,51,.252,1.41,1.07
Parker Mushinski,656786,MLB Career,-,-,0,0,4.91,21,0,0,0,2,0,0,22.0,24,12,12,5,366,5,7,0,23,.276,1.41,1.86
Rafael Montero,606160,MLB Career,-,-,21,26,4.71,280,30,0,0,45,30,44,424.0,432,240,222,49,7602,18,191,12,436,.266,1.47,1.11
Lance Mccullers Jr,621121,MLB Career,-,-,49,32,3.48,130,127,1,0,1,0,0,718.2,603,299,278,57,12004,38,296,4,800,.226,1.25,1.77
Seth Martinez,661527,MLB Career,-,-,3,4,4.15,67,0,0,0,5,1,1,84.2,76,44,39,8,1419,7,36,3,86,.236,1.32,0.81
Joel Kuhnel,669270,MLB Career,-,-,4,3,6.02,76,0,0,0,6,1,3,83.2,95,56,56,13,1352,6,24,2,71,.286,1.42,1.36
Cristian Javier,664299,MLB Career,-,-,30,17,3.57,109,75,0,0,6,2,4,466.1,335,191,185,69,8117,22,185,1,537,.198,1.12,0.39
Kendall Graveman,608665,MLB Career,-,-,37,43,3.95,280,80,3,1,56,24,40,652.0,650,312,286,77,10447,33,220,6,494,.260,1.33,1.45
Luis Garcia,677651,MLB Career,-,-,28,19,3.61,69,63,0,0,0,0,0,352.0,296,148,141,46,5638,6,112,1,364,.226,1.16,0.75
Matt Gage,657424,MLB Career,-,-,0,1,1.83,16,0,0,0,0,0,1,19.2,12,6,4,2,306,1,9,1,20,.188,1.07,1.33
J P France,641585,MLB Career,-,-,11,6,3.83,24,23,0,0,0,0,0,136.1,138,64,58,19,2202,2,47,0,101,.263,1.36,0.89
Shawn Dubin,681869,MLB Career,-,-,0,0,7.00,3,1,0,0,0,0,0,9.0,12,7,7,1,172,1,3,0,11,.324,1.67,0.67
Hunter Brown,686613,MLB Career,-,-,13,13,4.60,38,31,0,0,2,0,0,176.0,172,96,90,26,3029,9,62,0,200,.256,1.33,1.58
Ronel Blanco,669854,MLB Career,-,-,2,1,4.78,24,7,0,0,0,0,0,58.1,57,34,31,13,1025,3,32,0,59,.257,1.53,0.67
Brandon Bielak,656232,MLB Career,-,-,11,13,4.54,60,21,0,0,3,1,2,174.1,184,103,88,28,3046,13,78,0,146,.273,1.50,1.08
Bryan Abreu,650556,MLB Career,-,-,10,5,2.60,169,0,0,0,40,8,16,180.1,129,62,52,12,3141,12,85,0,240,.201,1.19,0.99
Amos Willingham,686294,MLB Career,-,-,0,2,6.66,18,0,0,0,0,0,0,24.1,35,18,18,8,461,1,9,2,15,.337,1.81,0.65
Trevor Williams,592866,MLB Career,-,-,44,54,4.48,189,148,1,1,1,1,3,859.2,908,467,428,132,14280,36,284,12,701,.271,1.39,0.92
Jordan Weems,607179,MLB Career,-,-,5,3,4.74,99,0,0,0,7,0,4,114.0,89,64,60,19,2014,4,53,7,126,.211,1.25,0.66
Thaddeus Ward,663658,MLB Career,-,-,0,0,6.37,26,0,0,0,0,0,0,35.1,29,26,25,7,681,2,28,1,30,.225,1.61,0.97
Mason Thompson,666168,MLB Career,-,-,6,8,4.53,106,0,0,0,17,2,9,103.1,113,58,52,10,1687,6,46,1,82,.280,1.54,1.36
Stephen Strasburg,544931,MLB Career,-,-,113,62,3.24,247,247,2,2,0,0,0,1470.0,1217,582,530,149,23399,53,394,20,1723,.223,1.10,1.14
Jackson Rutledge,671131,MLB Career,-,-,1,1,6.75,4,4,0,0,0,0,0,20.0,24,15,15,4,346,2,6,0,12,.304,1.50,0.42
Tanner Rainey,663432,MLB Career,-,-,5,10,5.40,148,0,0,0,29,15,26,138.1,109,90,83,25,2592,8,96,5,192,.214,1.48,0.65
Joe La Sorsa,686747,MLB Career,-,-,1,0,4.41,25,0,0,0,2,0,0,32.2,32,16,16,3,540,6,9,0,28,.246,1.26,1.00
Jake Irvin,663623,MLB Career,-,-,3,7,4.61,24,24,0,0,0,0,0,121.0,118,66,62,20,2147,8,54,0,99,.255,1.42,0.81
Hunter Harvey,640451,MLB Career,-,-,7,7,2.84,121,0,0,0,32,10,17,123.2,96,44,39,12,2045,3,34,1,135,.215,1.05,0.86
Josiah Gray,680686,MLB Career,-,-,17,25,4.64,72,71,0,0,0,0,0,378.1,351,200,195,79,6622,19,179,5,373,.244,1.40,0.66
